t,fv0_x,fv0_v,fv0_v_kmh,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
1141.25,10801.336,11.502715,41.409775,-71.94058,-0.38918158,10814.997,11.313455,13.661027,13.502715
1141.3,10801.911,11.479515,41.326252,45.5082,-0.29750037,10815.5625,11.294398,13.651107,13.479515
1141.35,10802.486,11.451309,41.224712,225.888,-0.15676257,10816.127,11.274728,13.640501,13.451309
1141.4,10803.06,11.431619,41.153828,282.0305,-0.1128601,10816.689,11.254443,13.630456,13.431619
1141.45,10803.631,11.42829,41.141846,105.08838,-0.25063545,10817.252,11.233543,13.621689,13.42829
1141.5,10804.201,11.423921,41.126114,-64.16689,-0.38241476,10817.813,11.21203,13.61258,13.423921
1141.55,10804.771,11.409881,41.07557,-103.37036,-0.4128205,10818.373,11.190244,13.602329,13.409881
1141.6,10805.342,11.385239,40.98686,3.3239217,-0.32950342,10818.933,11.168524,13.590855,13.385239
1141.65,10805.911,11.356677,40.884037,163.43292,-0.2045513,10819.49,11.146871,13.578786,13.356677
1141.7,10806.4795,11.338399,40.818237,179.94406,-0.19152816,10820.047,11.125285,13.567439,13.338399
1141.75,10807.046,11.331759,40.794334,33.893566,-0.30521515,10820.603,11.103767,13.556944,13.331759
1141.8,10807.611,11.322283,40.76022,-73.79875,-0.38900277,10821.157,11.082316,13.545971,13.322283
1141.85,10808.177,11.304912,40.697685,-72.73955,-0.38802236,10821.711,11.060932,13.534061,13.304912
1141.9,10808.742,11.280509,40.609833,25.263874,-0.3114776,10822.264,11.039616,13.521302,13.280509
1141.95,10809.307,11.2558565,40.521084,126.02532,-0.23278299,10822.814,11.018366,13.508324,13.2558565
1142.0,10809.869,11.241917,40.4709,77.039116,-0.27081004,10823.365,10.997184,13.496143,13.241917
1142.05,10810.431,11.233007,40.438828,-42.76629,-0.3640371,10823.915,10.9760685,13.4842415,13.233007
1142.1,10810.991,11.22006,40.39222,-107.107895,-0.4140322,10824.463,10.955021,13.47179,13.22006
1142.15,10811.552,11.200034,40.32012,-73.46041,-0.387649,10825.01,10.93404,13.458516,13.200034
1142.2,10812.111,11.174819,40.22935,31.975628,-0.30531,10825.557,10.913127,13.444598,13.174819
1142.25,10812.671,11.151241,40.14447,114.11446,-0.2411301,10826.102,10.892281,13.430671,13.151241
1142.3,10813.228,11.138682,40.09926,41.99242,-0.29718882,10826.6455,10.871502,13.417601,13.138682
1142.35,10813.784,11.130488,40.06976,-91.66646,-0.40121207,10827.188,10.85079,13.40478,13.130488
1142.4,10814.339,11.117463,40.022865,-158.43887,-0.45310044,10827.73,10.830145,13.391366,13.117463
1142.45,10814.895,11.096163,39.946186,-110.02625,-0.41520798,10828.271,10.809567,13.377047,13.096163
1142.5,10815.449,11.068547,39.846767,26.437756,-0.30868438,10828.812,10.789057,13.362016,13.068547
1142.55,10816.004,11.041974,39.751106,141.35526,-0.21895117,10829.351,10.767792,13.346947,13.041974
1142.6,10816.556,11.028146,39.701324,63.871128,-0.27917567,10829.889,10.744949,13.332884,13.028146
1142.65,10817.105,11.022766,39.681957,-146.34355,-0.44284707,10830.425,10.7205305,13.3194,13.022766
1142.7,10817.655,11.011235,39.640446,-284.95557,-0.55069923,10830.96,10.694534,13.305137,13.011235
1142.75,10818.205,10.986961,39.553062,-259.49963,-0.5306612,10831.494,10.666961,13.289468,12.986961
1142.8,10818.755,10.951556,39.425602,-92.50584,-0.40029436,10832.027,10.637811,13.272513,12.951556
1142.85,10819.303,10.914833,39.2934,78.18278,-0.26703924,10832.559,10.607083,13.255143,12.914833
1142.9,10819.849,10.893951,39.218224,11.172719,-0.31904614,10833.088,10.5747795,13.238897,12.893951
1142.95,10820.393,10.884626,39.184654,-233.92932,-0.50985456,10833.615,10.540898,13.223356,12.884626
1143.0,10820.935,10.868278,39.125797,-396.03864,-0.635966,10834.142,10.50544,13.206805,12.868278
1143.05,10821.478,10.837875,39.016354,-376.12643,-0.6201946,10834.666,10.468405,13.188584,12.837875
1143.1,10822.02,10.796314,38.866734,-214.78009,-0.4941762,10835.188,10.429792,13.168935,12.796314
1143.15,10822.56,10.756407,38.723064,-92.649445,-0.3987149,10835.709,10.389604,13.148999,12.756407
1143.2,10823.098,10.734229,38.643223,-236.97533,-0.5109275,10836.228,10.347837,13.130215,12.734229
1143.25,10823.633,10.71401,38.570435,-425.66916,-0.65771174,10836.744,10.304494,13.111126,12.71401
1143.3,10824.167,10.684666,38.464794,-502.22565,-0.71708363,10837.258,10.259574,13.090711,12.684666
1143.35,10824.701,10.644692,38.320892,-445.25262,-0.6723704,10837.77,10.213077,13.068814,12.644692
1143.4,10825.233,10.600753,38.162712,-348.97412,-0.5970126,10838.279,10.165003,13.046021,12.600753
1143.45,10825.763,10.5665,38.0394,-406.98978,-0.641905,10838.786,10.115352,13.023548,12.5665
1143.5,10826.29,10.537995,37.936783,-563.92676,-0.7638883,10839.291,10.064123,13.001026,12.537995
1143.55,10826.815,10.504091,37.814728,-649.62427,-0.8303441,10839.793,10.01278,12.977432,12.504091
1143.6,10827.34,10.461876,37.662754,-610.05005,-0.79916686,10840.292,9.962786,12.952534,12.461876
1143.65,10827.862,10.414956,37.49384,-495.81943,-0.7098076,10840.789,9.91414,12.926709,12.414956
1143.7,10828.383,10.373454,37.344433,-450.6613,-0.67428976,10841.283,9.866841,12.9009075,12.373454
1143.75,10828.9,10.341857,37.230686,-538.52374,-0.74245435,10841.775,9.82089,12.875563,12.341857
1143.8,10829.416,10.3094425,37.11399,-606.4152,-0.79505897,10842.266,9.776288,12.849751,12.3094425
1143.85,10829.93,10.271956,36.979042,-593.2251,-0.78447443,10842.753,9.733034,12.8231325,12.271956
1143.9,10830.443,10.229713,36.82697,-502.9281,-0.71379936,10843.239,9.691128,12.79577,12.229713
1143.95,10830.954,10.187594,36.67534,-404.91232,-0.6371148,10843.723,9.65057,12.768135,12.187594
1144.0,10831.463,10.154155,36.55496,-421.55685,-0.64980215,10844.204,9.61136,12.741029,12.154155
1144.05,10831.97,10.126576,36.455677,-512.5379,-0.7204328,10844.684,9.573498,12.714229,12.126576
1144.1,10832.475,10.096642,36.34791,-559.75464,-0.7569602,10845.161,9.536984,12.6870365,12.096642
1144.15,10832.979,10.060988,36.21956,-514.4508,-0.72138494,10845.638,9.501819,12.659186,12.060988
1144.2,10833.48,10.020679,36.074448,-391.39285,-0.62521636,10846.111,9.468,12.630804,12.020679
1144.25,10833.981,9.981201,35.932323,-269.20767,-0.5297352,10846.584,9.435531,12.602406,11.981201
1144.3,10834.48,9.951986,35.827152,-283.79227,-0.5408567,10847.055,9.404409,12.574862,11.951986
1144.35,10834.977,9.931659,35.75397,-415.46976,-0.64324456,10847.524,9.374636,12.548081,11.931659
1144.4,10835.472,9.909002,35.67241,-502.28638,-0.7106755,10847.992,9.3462105,12.521079,11.909002
1144.45,10835.966,9.878418,35.5623,-462.7987,-0.6796749,10848.459,9.319133,12.4933815,11.878418
1144.5,10836.46,9.840159,35.424572,-299.97375,-0.55255616,10848.925,9.293404,12.4650545,11.840159
1144.55,10836.952,9.800337,35.28121,-116.58185,-0.40940785,10849.389,9.267327,12.436662,11.800337
1144.6,10837.442,9.770905,35.17526,-101.19847,-0.39719138,10849.852,9.239211,12.4092245,11.770905
1144.65,10837.93,9.753186,35.11147,-274.0131,-0.5316406,10850.3125,9.209053,12.382807,11.753186
1144.7,10838.416,9.7313385,35.032818,-405.20316,-0.6336392,10850.772,9.176854,12.355975,11.7313385
1144.75,10838.902,9.699849,34.91946,-414.52774,-0.6406506,10851.23,9.142614,12.328211,11.699849
1144.8,10839.387,9.660818,34.778942,-332.4981,-0.5764546,10851.687,9.106334,12.299658,11.660818
1144.85,10839.869,9.623949,34.646217,-300.9908,-0.5516243,10852.141,9.068011,12.2711315,11.623949
1144.9,10840.35,9.597355,34.55048,-439.1563,-0.6590197,10852.593,9.027649,12.243305,11.597355
1144.95,10840.828,9.5687895,34.44764,-568.4498,-0.7594905,10853.043,8.985245,12.21507,11.5687895
1145.0,10841.306,9.531958,34.31505,-596.7596,-0.78124905,10853.491,8.9408,12.185844,11.531958
1145.05,10841.782,9.487519,34.155067,-533.65436,-0.7317534,10853.9375,8.894314,12.155654,11.487519
1145.1,10842.256,9.442984,33.994743,-489.53738,-0.69704664,10854.381,8.845787,12.125119,11.442984
1145.15,10842.727,9.408567,33.870846,-615.1625,-0.7946176,10854.822,8.795219,12.0950985,11.408567
1145.2,10843.195,9.375169,33.750607,-777.2234,-0.92057395,10855.261,8.742611,12.064766,11.375169
1145.25,10843.663,9.333102,33.599167,-833.0962,-0.963763,10855.696,8.687961,12.033256,11.333102
1145.3,10844.129,9.280826,33.410973,-759.8147,-0.9062871,10856.129,8.631269,12.000404,11.280826
1145.35,10844.593,9.224784,33.20922,-652.5441,-0.8223128,10856.56,8.572537,11.966743,11.224784
1145.4,10845.053,9.178699,33.043316,-714.7548,-0.8704111,10856.986,8.511765,11.933431,11.178699
1145.45,10845.51,9.140612,32.9062,-918.33453,-1.0286721,10857.41,8.448951,11.900262,11.140612
1145.5,10845.965,9.095635,32.744286,-1042.7524,-1.1252291,10857.831,8.384096,11.865936,11.095635
1145.55,10846.419,9.038778,32.539604,-995.46747,-1.0879729,10858.249,8.3192,11.830018,11.038778
1145.6,10846.87,8.974747,32.30909,-827.5685,-0.9567285,10858.663,8.25626,11.792958,10.974747
1145.65,10847.318,8.917941,32.104588,-753.15375,-0.8983478,10859.074,8.195277,11.756044,10.917941
1145.7,10847.763,8.874913,31.949686,-870.2972,-0.9892601,10859.482,8.136251,11.719871,10.874913
1145.75,10848.205,8.830112,31.788406,-946.5435,-1.0483091,10859.888,8.079184,11.683159,10.830112
1145.8,10848.6455,8.778904,31.604053,-911.75916,-1.0208395,10860.291,8.024073,11.645565,10.778904
1145.85,10849.083,8.723117,31.403221,-792.5729,-0.92760426,10860.69,7.9709187,11.607291,10.723117
1145.9,10849.519,8.671041,31.215748,-712.9395,-0.8652026,10861.088,7.919722,11.569089,10.671041
1145.95,10849.951,8.62909,31.064724,-769.3411,-0.9088226,10861.482,7.8704824,11.5315485,10.62909
1146.0,10850.381,8.587556,30.915201,-815.52344,-0.94448775,10861.875,7.8232,11.493885,10.587556
1146.05,10850.81,8.542472,30.752897,-791.0939,-0.92513466,10862.265,7.777875,11.455807,10.542472
1146.1,10851.235,8.494081,30.57869,-699.0733,-0.853118,10862.652,7.7345066,11.417376,10.494081
1146.15,10851.659,8.446734,30.408245,-604.81976,-0.7793712,10863.038,7.6930957,11.378999,10.446734
1146.2,10852.081,8.407481,30.266932,-615.0567,-0.7870625,10863.422,7.653642,11.341309,10.407481
1146.25,10852.5,8.372437,30.14077,-670.89996,-0.8303038,10863.804,7.6161456,11.304012,10.372437
1146.3,10852.917,8.3356,30.00816,-680.7729,-0.83773065,10864.184,7.5806065,11.266644,10.3356
1146.35,10853.333,8.294945,29.861801,-613.19415,-0.78481066,10864.562,7.5470243,11.22907,10.294945
1146.4,10853.747,8.251995,29.707182,-490.8364,-0.6892127,10864.938,7.515399,11.191452,10.251995
1146.45,10854.159,8.21183,29.562588,-390.94516,-0.6111327,10865.313,7.485731,11.15425,10.21183
1146.5,10854.569,8.181589,29.45372,-422.8984,-0.63580596,10865.6875,7.4580207,11.118087,10.181589
1146.55,10854.977,8.156395,29.36302,-525.1083,-0.7152321,10866.06,7.4309077,11.082567,10.156395
1146.6,10855.383,8.127776,29.259993,-580.3762,-0.7580756,10866.431,7.4030337,11.046993,10.127776
1146.65,10855.789,8.092121,29.131638,-532.9838,-0.72091705,10866.8,7.3743987,11.011044,10.092121
1146.7,10856.192,8.050603,28.98217,-400.7312,-0.6176281,10867.168,7.3450027,10.974794,10.050603
1146.75,10856.596,8.009176,28.833035,-275.4924,-0.51980335,10867.534,7.314845,10.938718,10.009176
1146.8,10856.995,7.9780684,28.721046,-315.83636,-0.55100924,10867.899,7.2839265,10.903645,9.978068
1146.85,10857.394,7.953263,28.631746,-460.37842,-0.6634102,10868.263,7.2522464,10.869221,9.953262
1146.9,10857.79,7.923162,28.523382,-529.5736,-0.7170939,10868.624,7.2198057,10.834474,9.9231615
1146.95,10858.186,7.8852477,28.386892,-484.01636,-0.6813537,10868.984,7.1866035,10.79918,9.885248
1147.0,10858.579,7.844446,28.240005,-400.08914,-0.6157115,10869.343,7.15264,10.763728,9.844446
1147.05,10858.971,7.8114533,28.121233,-444.70905,-0.650238,10869.7,7.1179156,10.728982,9.811454
1147.1,10859.36,7.7815375,28.013535,-544.62524,-0.72785157,10870.055,7.08243,10.694534,9.781537
1147.15,10859.748,7.7469845,27.889143,-579.4338,-0.7547275,10870.408,7.0461826,10.65974,9.7469845
1147.2,10860.135,7.706835,27.744604,-533.9103,-0.71900266,10870.76,7.009175,10.624508,9.706835
1147.25,10860.52,7.6657534,27.596712,-481.07852,-0.6775808,10871.108,6.9714055,10.589203,9.665753
1147.3,10860.902,7.6320033,27.475212,-551.0093,-0.7318183,10871.456,6.9328747,10.554483,9.632004
1147.35,10861.282,7.6005487,27.361977,-665.0467,-0.8204228,10871.802,6.8935833,10.519924,9.600549
1147.4,10861.661,7.563252,27.227707,-695.07806,-0.84356385,10872.1455,6.8535304,10.484855,9.563252
1147.45,10862.038,7.518563,27.066826,-616.3188,-0.781929,10872.487,6.8127165,10.449137,9.518562
1147.5,10862.414,7.4714956,26.897385,-507.75308,-0.697066,10872.827,6.771141,10.413165,9.471496
1147.55,10862.787,7.433198,26.759514,-551.6031,-0.7309657,10873.164,6.7282553,10.377819,9.433198
1147.6,10863.157,7.403158,26.65137,-746.1622,-0.8822949,10873.5,6.6835084,10.343025,9.403158
1147.65,10863.525,7.366562,26.519623,-856.75964,-0.9681912,10873.833,6.6369014,10.307566,9.366562
1147.7,10863.893,7.317621,26.343437,-791.0298,-0.91668177,10874.163,6.588434,10.270946,9.317621
1147.75,10864.258,7.260875,26.13915,-620.8465,-0.7837734,10874.491,6.5381064,10.2335,9.260876
1147.8,10864.621,7.211192,25.96029,-583.5721,-0.754424,10874.817,6.485918,10.196392,9.211192
1147.85,10864.9795,7.1763377,25.834816,-804.40625,-0.92618996,10875.141,6.431869,10.160213,9.176337
1147.9,10865.337,7.1365013,25.691404,-967.2078,-1.0527282,10875.46,6.37596,10.123351,9.136501
1147.95,10865.692,7.0835238,25.500687,-940.8482,-1.0318623,10875.777,6.31819,10.085132,9.083524
1148.0,10866.046,7.0217614,25.278341,-794.71814,-0.9176636,10876.092,6.25856,10.0458765,9.021761
1148.05,10866.396,6.9678774,25.08436,-796.9964,-0.91909933,10876.403,6.197069,10.006887,8.967877
1148.1,10866.743,6.9239845,24.926344,-982.75165,-1.0634941,10876.712,6.1337185,9.968303,8.923985
1148.15,10867.088,6.8735433,24.744757,-1085.6758,-1.1433393,10877.017,6.0685067,9.928788,8.873544
1148.2,10867.431,6.8132005,24.527521,-1051.2208,-1.1161317,10877.318,6.001435,9.888059,8.8132
1148.25,10867.7705,6.7497206,24.298994,-988.67773,-1.0670316,10877.617,5.9325023,9.846626,8.749721
1148.3,10868.106,6.695379,24.103365,-1097.6758,-1.1515888,10877.912,5.861709,9.805435,8.695379
1148.35,10868.439,6.641033,23.90772,-1230.4415,-1.2546585,10878.203,5.789056,9.763743,8.641033
1148.4,10868.77,6.578653,23.683151,-1256.2335,-1.2743685,10878.49,5.714542,9.720902,8.578653
1148.45,10869.098,6.5094438,23.433998,-1194.3799,-1.2257804,10878.774,5.638168,9.676987,8.509444
1148.5,10869.422,6.443247,23.195688,-1205.7975,-1.234278,10879.055,5.559933,9.632749,8.443247
1148.55,10869.742,6.3843975,22.98383,-1350.8527,-1.3469007,10879.33,5.4809184,9.588519,8.3843975
1148.6,10870.06,6.321099,22.755957,-1424.9344,-1.4042242,10879.603,5.402205,9.5433855,8.321099
1148.65,10870.374,6.2493534,22.497673,-1361.5594,-1.3544474,10879.871,5.323792,9.49706,8.249353
1148.7,10870.685,6.174446,22.228006,-1247.0479,-1.2648295,10880.135,5.2456803,9.449971,8.174446
1148.75,10870.992,6.108999,21.992395,-1289.8019,-1.2977504,10880.3955,5.167869,9.403115,8.108998
1148.8,10871.296,6.0475693,21.771248,-1400.4077,-1.3835407,10880.651,5.090359,9.356088,8.047569
1148.85,10871.596,5.9805474,21.529972,-1419.4203,-1.3979676,10880.904,5.01315,9.3081665,7.9805474
1148.9,10871.894,5.9073052,21.2663,-1335.6517,-1.3323147,10881.153,4.9362416,9.259323,7.9073052
1148.95,10872.1875,5.8351064,21.006384,-1269.547,-1.2804278,10881.397,4.8596344,9.210131,7.8351064
1149.0,10872.478,5.772281,20.780212,-1360.4259,-1.3508573,10881.639,4.783328,9.161245,7.772281
1149.05,10872.765,5.7087665,20.55156,-1440.4794,-1.4128544,10881.876,4.7073226,9.11191,7.7087665
1149.1,10873.048,5.638781,20.299612,-1412.349,-1.3905634,10882.109,4.6316175,9.061704,7.638781
1149.15,10873.329,5.5642824,20.031418,-1308.1515,-1.3090087,10882.34,4.556214,9.010791,7.5642824
1149.2,10873.605,5.4947696,19.781172,-1287.5779,-1.292612,10882.565,4.481111,8.9599085,7.4947696
1149.25,10873.878,5.4332066,19.559544,-1401.2263,-1.3807946,10882.787,4.406309,8.909291,7.4332066
1149.3,10874.147,5.3682294,19.325626,-1457.1805,-1.4240284,10883.006,4.331808,8.858096,7.3682294
1149.35,10874.415,5.296028,19.0657,-1390.1385,-1.3714356,10883.221,4.257608,8.806053,7.296028
1149.4,10874.679,5.2210336,18.795721,-1274.6385,-1.2810916,10883.432,4.1837087,8.753508,7.2210336
1149.45,10874.9375,5.1547046,18.556936,-1305.9199,-1.3051114,10883.639,4.1101103,8.701333,7.1547046
1149.5,10875.193,5.0933666,18.33612,-1422.0052,-1.395206,10883.843,4.036813,8.649263,7.0933666
1149.55,10875.446,5.0264397,18.095184,-1443.1902,-1.4113647,10884.043,3.9636934,8.596523,7.0264397
1149.6,10875.696,4.9526386,17.829498,-1347.9724,-1.3368353,10884.239,3.890629,8.543027,6.9526386
1149.65,10875.942,4.8794026,17.56585,-1263.7592,-1.2708826,10884.432,3.8176196,8.489334,6.8794026
1149.7,10876.185,4.8164377,17.339176,-1358.3596,-1.3442469,10884.621,3.7446654,8.436172,6.8164377
1149.75,10876.424,4.752959,17.110651,-1446.0891,-1.4122598,10884.807,3.671766,8.382748,6.752959
1149.8,10876.659,4.682607,16.857386,-1416.3583,-1.3887619,10884.988,3.598922,8.328603,6.682607
1149.85,10876.893,4.607941,16.588587,-1312.7825,-1.3077347,10885.166,3.5261328,8.273932,6.607941
1149.9,10877.121,4.539598,16.342554,-1320.5271,-1.3134392,10885.341,3.453399,8.219525,6.539598
1149.95,10877.347,4.4766593,16.115974,-1424.2808,-1.3939455,10885.512,3.38072,8.165317,6.4766593
1150.0,10877.568,4.4091005,15.872763,-1448.7518,-1.412686,10885.679,3.308096,8.110583,6.4091005
1150.05,10877.787,4.3356934,15.608496,-1371.6599,-1.3523033,10885.843,3.2355273,8.0552435,6.3356934
1150.1,10878.003,4.2633233,15.347964,-1313.6741,-1.3068088,10886.002,3.1630135,7.999804,6.2633233
1150.15,10878.214,4.199173,15.1170225,-1401.9243,-1.3752459,10886.159,3.0905547,7.944789,6.199173
1150.2,10878.422,4.133373,14.880142,-1462.4614,-1.422095,10886.312,3.018151,7.8894906,6.133373
1150.25,10878.627,4.0616326,14.621877,-1418.704,-1.3876935,10886.461,2.9458027,7.8336077,6.0616326
1150.3,10878.828,3.9875197,14.355071,-1333.4156,-1.3209399,10886.606,2.8735092,7.7774024,5.9875197
1150.35,10879.026,3.9205184,14.113866,-1375.7457,-1.3536123,10886.748,2.8012707,7.72156,5.9205184
1150.4,10879.221,3.855855,13.881078,-1461.1063,-1.4198102,10886.886,2.7290874,7.665742,5.855855
1150.45,10879.411,3.7859874,13.629555,-1454.2311,-1.4141538,10887.0205,2.656959,7.609417,5.7859874
1150.5,10879.6,3.7116158,13.361817,-1366.9543,-1.3458631,10887.151,2.5848858,7.552642,5.711616
1150.55,10879.783,3.6411483,13.108134,-1354.6835,-1.3360081,10887.279,2.5125246,7.496014,5.6411486
1150.6,10879.964,3.576606,12.875781,-1458.8424,-1.4168582,10887.403,2.439532,7.4396706,5.576606
1150.65,10880.141,3.5079188,12.628509,-1497.4833,-1.4466673,10887.523,2.3659081,7.382896,5.507919
1150.7,10880.314,3.4330535,12.358993,-1433.0891,-1.3962088,10887.64,2.291653,7.3255434,5.4330535
1150.75,10880.484,3.358496,12.090585,-1383.3877,-1.3571979,10887.752,2.2167664,7.2680616,5.3584957
1150.8,10880.65,3.2915595,11.849614,-1482.5231,-1.4341373,10887.861,2.1412485,7.210956,5.2915597
1150.85,10880.8125,3.2222443,11.60008,-1548.0948,-1.4849302,10887.967,2.0650992,7.1535225,5.2222443
1150.9,10880.973,3.1464982,11.327394,-1505.2521,-1.4512659,10888.067,1.9883188,7.0954757,5.146498
1150.95,10881.128,3.069238,11.049256,-1443.9714,-1.4032397,10888.165,1.910907,7.037152,5.0692377
1151.0,10881.279,2.999106,10.796782,-1524.2498,-1.4654927,10888.259,1.832864,6.979144,4.999106
1151.05,10881.428,2.9277742,10.539988,-1592.6381,-1.5184841,10888.349,1.7541896,6.920871,4.9277744
1151.1,10881.572,2.8507044,10.262536,-1564.5431,-1.4963146,10888.435,1.674884,6.8620176,4.8507047
1151.15,10881.713,2.7719567,9.979044,-1515.0586,-1.457484,10888.516,1.594947,6.802859,4.7719564
1151.2,10881.85,2.699205,9.717137,-1587.8309,-1.5138947,10888.594,1.5143787,6.743914,4.699205
1151.25,10881.982,2.625154,9.450555,-1646.8966,-1.559629,10888.667,1.4331791,6.684682,4.625154
1151.3,10882.112,2.5459273,9.1653385,-1619.1266,-1.5377192,10888.737,1.3513483,6.6248946,4.5459275
1151.35,10882.237,2.4656343,8.876284,-1581.4954,-1.5081296,10888.803,1.2688861,6.564828,4.4656343
1151.4,10882.359,2.3907,8.606521,-1655.7753,-1.5657207,10888.864,1.1857926,6.5049086,4.3907
1151.45,10882.477,2.3137758,8.329594,-1703.225,-1.6024126,10888.921,1.1020678,6.4446483,4.313776
1151.5,10882.59,2.2320077,8.035229,-1669.2389,-1.5756685,10888.974,1.0177116,6.3838525,4.232008
1151.55,10882.7,2.1505919,7.7421308,-1623.8635,-1.5400594,10889.022,0.9349063,6.322874,4.150592
1151.6,10882.806,2.0744333,7.4679604,-1631.8925,-1.5460637,10889.067,0.85583365,6.262093,4.0744333
1151.65,10882.907,1.9985623,7.194824,-1597.5208,-1.5190502,10889.108,0.7804938,6.2012377,3.9985623
1151.7,10883.006,1.9228352,6.922207,-1516.9294,-1.4560441,10889.1455,0.7088867,6.1403584,3.9228354
1151.75,10883.1,1.8502284,6.6608224,-1446.6532,-1.4010848,10889.18,0.6410124,6.0797124,3.8502285
1151.8,10883.19,1.780325,6.40917,-1378.0497,-1.3474398,10889.21,0.5768708,6.019328,3.780325
1151.85,10883.278,1.7133361,6.16801,-1314.6306,-1.2978443,10889.237,0.51646197,5.959275,3.7133362
1151.9,10883.362,1.6502087,5.9407516,-1274.3297,-1.2662679,10889.262,0.45978588,5.899667,3.6502087
1151.95,10883.443,1.5894156,5.7218957,-1226.8427,-1.2291042,10889.283,0.40684256,5.8404574,3.5894156
1152.0,10883.5205,1.5288802,5.5039687,-1130.7411,-1.1540816,10889.303,0.357632,5.7815614,3.5288804
1152.05,10883.596,1.4719839,5.2991424,-1051.6633,-1.0923302,10889.319,0.3121542,5.723248,3.471984
1152.1,10883.668,1.4197087,5.1109514,-1008.6345,-1.0586694,10889.334,0.27040917,5.6656284,3.4197087
1152.15,10883.738,1.3685913,4.9269285,-932.79755,-0.99946207,10889.347,0.23239687,5.608525,3.3685913
1152.2,10883.806,1.319043,4.748555,-831.539,-0.92046195,10889.357,0.19811735,5.552009,3.3190432
1152.25,10883.87,1.2746519,4.588747,-775.6946,-0.8768468,10889.366,0.16757058,5.4963555,3.274652
1152.3,10883.933,1.2336509,4.4411435,-729.85205,-0.8410317,10889.374,0.14075656,5.4414926,3.233651
1152.35,10883.993,1.1922717,4.292178,-618.0669,-0.7538594,10889.381,0.117675304,5.387222,3.1922717
1152.4,10884.052,1.1552128,4.158766,-533.8416,-0.6881638,10889.386,0.09832681,5.333883,3.1552129
1152.45,10884.108,1.1236874,4.0452747,-501.4561,-0.6628574,10889.391,0.08271107,5.281591,3.1236875
1152.5,10884.164,1.092699,3.9337163,-419.8941,-0.59925365,10889.395,0.07082809,5.2300673,3.092699
1152.55,10884.218,1.0630202,3.8268726,-326.55997,-0.5264855,10889.397,0.06110486,5.179378,3.0630202
1152.6,10884.2705,1.0380028,3.7368102,-311.89554,-0.51499933,10889.4,0.051968396,5.1297474,3.038003
1152.65,10884.322,1.014104,3.6507742,-304.43433,-0.50912637,10889.402,0.04341869,5.0809393,3.014104
1152.7,10884.372,0.9890774,3.5606787,-258.43518,-0.47323692,10889.404,0.03545574,5.032806,2.9890773
1152.75,10884.421,0.9659567,3.4774442,-235.8781,-0.45560977,10889.406,0.028079554,4.9855275,2.9659567
1152.8,10884.469,0.944061,3.3986197,-223.06485,-0.44557473,10889.407,0.021290125,4.939054,2.944061
1152.85,10884.516,0.92187345,3.3187444,-188.93398,-0.41893676,10889.408,0.0150874555,4.8932824,2.9218733
1152.9,10884.561,0.90095866,3.2434514,-165.73683,-0.40081763,10889.409,0.009471544,4.848303,2.9009588
1152.95,10884.605,0.88173544,3.1742475,-162.31972,-0.39810804,10889.409,0.004442393,4.8041325,2.8817353
1153.0,10884.648,0.86257905,3.1052847,-145.21718,-0.3847404,10889.409,-1.951564e-18,4.7606645,2.862579
1153.05,10884.691,0.8428045,3.0340962,-100.176895,-0.3496131,10889.409,-0.0038556335,4.7178497,2.8428044
1153.1,10884.733,0.82505524,2.9701989,-82.200424,-0.3355688,10889.409,-0.0071245083,4.6758432,2.8250554
1153.15,10884.774,0.8095801,2.9144883,-96.75946,-0.3468694,10889.409,-0.009806624,4.634654,2.80958
1153.2,10884.814,0.79355913,2.8568127,-85.114685,-0.33776093,10889.408,-0.01190198,4.594103,2.793559
1153.25,10884.854,0.7762058,2.7943408,-30.668564,-0.29531494,10889.407,-0.013410578,4.5541363,2.7762058
1153.3,10884.892,0.7612721,2.7405794,-12.1295185,-0.28084004,10889.407,-0.014332416,4.514976,2.7612722
1153.35,10884.93,0.74881274,2.6957257,-30.96254,-0.29547727,10889.406,-0.014667495,4.47662,2.7488127
1153.4,10884.967,0.73510414,2.646375,-8.840015,-0.2782147,10889.405,-0.0144158155,4.4388366,2.735104
1153.45,10885.003,0.72107923,2.5958853,34.679276,-0.24428736,10889.404,-0.0135773765,4.4016776,2.721079
1153.5,10885.039,0.70940524,2.5538588,43.07381,-0.2377215,10889.404,-0.012152178,4.365296,2.7094052
1153.55,10885.074,0.6987042,2.515335,40.11044,-0.24000378,10889.403,-0.010483936,4.3296027,2.6987042
1153.6,10885.108,0.6868297,2.4725869,66.04994,-0.21977329,10889.403,-0.008916367,4.2944574,2.6868296
1153.65,10885.143,0.67586046,2.4330976,76.56083,-0.21156111,10889.402,-0.0074494695,4.2599707,2.6758604
1153.7,10885.176,0.6658209,2.3969553,70.8779,-0.21596321,10889.402,-0.0060832435,4.22613,2.6658208
1153.75,10885.209,0.6552373,2.3588543,80.3189,-0.20858532,10889.402,-0.00481769,4.1928334,2.6552372
1153.8,10885.242,0.6446829,2.3208582,92.52831,-0.1990515,10889.401,-0.003652808,4.160103,2.644683
1153.85,10885.273,0.63485706,2.2854855,92.34916,-0.19916788,10889.401,-0.002588598,4.1279664,2.6348572
1153.9,10885.305,0.6253381,2.2512171,88.66228,-0.2020169,10889.401,-0.0016250601,4.0963874,2.625338
