t,fv0_x_noise,fv0_v_noise,fv0_x,fv0_v,fv0_u,fv0_a,fv0_a_noise,lv_x,lv_v,d_fv0_lv,d*_fv0_lv,fv0_a_ref
13.8,-1.0772109,-0.024979727,-1.2399143,-0.04794403,350.2933,0.0031867018,0.03907146,-1.1455107e-06,-2.4617289e-06,1.2399132,1.9520559,0.2728141
13.9,-1.4908687,-0.17944114,-1.2446959,-0.047613516,349.8028,0.0028040465,-0.0016533528,-1.3422766e-06,-1.4735873e-06,1.2446945,1.9523865,0.2724321
14.0,-1.2039511,0.0025598488,-1.2494432,-0.04733159,349.8395,0.0028321135,0.044434264,-1.4159559e-06,0.0,1.2494417,1.9526684,0.2724607
14.1,-0.99272996,-0.019632168,-1.2541585,-0.047078185,350.18335,0.0030993978,0.020746225,-1.3180043e-06,1.9590332e-06,1.2541572,1.9529219,0.27272847
14.2,-1.580349,-0.044428114,-1.2588524,-0.046766628,349.88654,0.002867635,-0.036783032,-9.99877e-07,4.4035123e-06,1.2588513,1.9532334,0.2724973
14.3,-1.226591,0.0562645,-1.2635177,-0.046454977,349.58267,0.0026303786,0.056347273,-4.1302957e-07,7.333437e-06,1.2635173,1.953545,0.27226064
14.4,-1.2161722,-0.16697142,-1.2681488,-0.046193928,349.82483,0.0028184706,-0.040741026,4.910827e-07,1.0748808e-05,1.2681493,1.953806,0.27244925
14.5,-1.1163851,0.11753673,-1.2727497,-0.045949556,350.24188,0.0031428102,0.034409124,1.7610042e-06,1.4649624e-05,1.2727515,1.9540504,0.27277404
14.6,-1.5247216,0.044549234,-1.2773315,-0.045627236,349.79556,0.0027945896,0.066875145,3.362409e-06,1.737847e-05,1.2773348,1.9543728,0.27242646
14.7,-1.5459783,-0.05235406,-1.2818869,-0.045290664,349.17624,0.0023115808,-0.016918162,5.095229e-06,1.7277931e-05,1.2818921,1.9547093,0.2719441
14.8,-1.182016,-0.059913784,-1.2864043,-0.045040824,349.48422,0.0025509815,0.060350705,6.676526e-06,1.43480065e-05,1.2864109,1.9549592,0.27218398
14.9,-1.2314899,0.0032100193,-1.2908869,-0.044851102,350.4262,0.0032842504,0.023165092,7.823362e-06,8.588696e-06,1.2908946,1.9551489,0.27291763
15.0,-1.2452539,0.107513055,-1.2953525,-0.04457207,350.36746,0.0032379394,0.04583513,8.252796e-06,0.0,1.2953607,1.9554279,0.27287185
15.1,-1.2305087,-0.034068875,-1.2997983,-0.04422965,349.589,0.0026309893,-0.039206795,7.681892e-06,-1.1418082e-05,1.299806,1.9557704,0.27226555
15.2,-1.4402127,-0.029563477,-1.3042078,-0.04396657,349.6481,0.002676534,0.013391546,5.8277105e-06,-2.566555e-05,1.3042136,1.9560335,0.27231163
15.3,-1.2621348,-0.041935243,-1.3085855,-0.04374709,350.1527,0.003069089,-0.06733498,2.4073126e-06,-4.2742402e-05,1.3085879,1.9562529,0.2727046
15.4,-1.2543318,0.13475628,-1.3129463,-0.043446127,349.73456,0.002742858,0.08830789,-2.8622396e-06,-6.264864e-05,1.3129435,1.9565538,0.27237895
15.5,-1.4601496,-0.08004815,-1.3172793,-0.04315984,349.44296,0.0025151991,-0.09818472,-1.0263885e-05,-8.5384265e-05,1.3172691,1.9568402,0.27215183
15.6,-0.9484256,-0.04587576,-1.3215804,-0.042925004,349.70102,0.0027157236,-0.015021867,-1.9597555e-05,-0.00010128915,1.3215609,1.957075,0.2723528
15.7,-1.231091,0.10366973,-1.3258576,-0.042673837,349.7968,0.0027898473,-0.043795582,-2.9697172e-05,-0.00010070317,1.325828,1.9573262,0.27242744
